"tau","EL","Ttest"
-0.5,0,0
-0.45,0,0
-0.4,0,0
-0.35,0,0
-0.3,0,0
-0.25,0,0
-0.2,0,0
-0.15,5e-04,0
-0.1,0.001,5e-04
-0.05,0.0035,0.0015
0,0.016,0.011
0.05,0.049,0.0335
0.1,0.131,0.0955
0.15,0.2705,0.2085
0.2,0.475,0.399
0.25,0.711,0.6515
0.3,0.8795,0.838
0.35,0.962,0.9465
0.4,0.9875,0.983
0.45,0.9975,0.996
0.5,0.9995,0.9995
