"tau","EL","Ttest"
-0.5,0,0
-0.45,0,0
-0.4,0,0
-0.35,0,0
-0.3,0,0
-0.25,0,0
-0.2,0,0
-0.15,0,0
-0.1,0,0
-0.05,0,0
0,0.005,0.0035
0.05,0.044,0.0345
0.1,0.3165,0.2895
0.15,0.7715,0.7435
0.2,0.974,0.9685
0.25,0.9985,0.9985
0.3,1,1
0.35,1,1
0.4,1,1
0.45,1,1
0.5,1,1
