"tau","EL","Ttest"
-0.5,0,0
-0.45,0,0
-0.4,0,0
-0.35,0,0
-0.3,0,0
-0.25,0,0
-0.2,5e-04,5e-04
-0.15,0,0
-0.1,0.003,0.003
-0.05,0.009,0.008
0,0.022,0.021
0.05,0.0615,0.0575
0.1,0.1025,0.0975
0.15,0.178,0.169
0.2,0.2815,0.273
0.25,0.4115,0.401
0.3,0.544,0.5325
0.35,0.684,0.674
0.4,0.7785,0.77
0.45,0.8475,0.8405
0.5,0.921,0.918
