"tau","EL","Ttest"
-0.5,1,1
-0.45,1,1
-0.4,1,1
-0.35,1,1
-0.3,0.998,0.9985
-0.25,0.991,0.9925
-0.2,0.927,0.939
-0.15,0.7005,0.724
-0.1,0.2905,0.3145
-0.05,0.052,0.0595
0,0.009,0.008
0.05,0.044,0.0345
0.1,0.3165,0.2895
0.15,0.7715,0.7435
0.2,0.974,0.9685
0.25,0.9985,0.9985
0.3,1,1
0.35,1,1
0.4,1,1
0.45,1,1
0.5,1,1
