"tau","EL","Ttest"
-0.5,0.9985,0.9995
-0.45,0.992,0.994
-0.4,0.978,0.9845
-0.35,0.9525,0.9635
-0.3,0.913,0.929
-0.25,0.8425,0.88
-0.2,0.726,0.775
-0.15,0.5765,0.6285
-0.1,0.4055,0.46
-0.05,0.245,0.29
0,0.138,0.169
0.05,0.0575,0.072
0.1,0.0175,0.025
0.15,0.008,0.009
0.2,0.0015,0.0045
0.25,5e-04,5e-04
0.3,0,0
0.35,0,0
0.4,0,0
0.45,0,0
0.5,0,0
